name,min_salary,max_salary,currency,url,cite
Middle Python разработчик в Data Quality (Big Data),,,,https://novosibirsk.hh.ru/vacancy/77142106?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"Python Engineer (remote)/Middle, Senior",,,,https://novosibirsk.hh.ru/vacancy/72552113?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Middle/Senior Python-разработчик в Цифровые поверхности Салют (SberDevices),,,,https://novosibirsk.hh.ru/vacancy/76048443?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Tech Lead Python Developer,,,,https://novosibirsk.hh.ru/vacancy/75751776?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python BackEnd Developer,,,,https://novosibirsk.hh.ru/vacancy/70534476?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python/Go разработчик (WAF),,,,https://novosibirsk.hh.ru/vacancy/76925230?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python developer,,,,https://novosibirsk.hh.ru/vacancy/67540644?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python/Go разработчик (WAF),,,,https://novosibirsk.hh.ru/vacancy/76925229?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Middle / Senior Python/Go developer,80000.0,200000.0,руб.,https://novosibirsk.hh.ru/vacancy/30548119?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python Developer,,,,https://novosibirsk.hh.ru/vacancy/75853179?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python/Go разработчик (PT Blackbox),,,,https://novosibirsk.hh.ru/vacancy/76925011?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python разработчик,,,,https://novosibirsk.hh.ru/vacancy/68918046?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python разработчик (PT NAD),,,,https://novosibirsk.hh.ru/vacancy/76678939?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Middle+ System developer С++ / Python,,,,https://novosibirsk.hh.ru/vacancy/75617066?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Middle+/Senior Python Developer,,,,https://novosibirsk.hh.ru/vacancy/67913302?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Backend разработчик python (middle+/senior),,,,https://novosibirsk.hh.ru/vacancy/76934452?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python developer (Middle),,,,https://novosibirsk.hh.ru/vacancy/76843358?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Middle Python developer,,,,https://novosibirsk.hh.ru/vacancy/76868710?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior QA Automation (Python),,,,https://novosibirsk.hh.ru/vacancy/76451004?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python (Django) Developer,,,,https://novosibirsk.hh.ru/vacancy/75625016?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Backend разработчик python (middle/senior),,,,https://novosibirsk.hh.ru/vacancy/76386147?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Инженер автоматизации тестирования (Python),,,,https://novosibirsk.hh.ru/vacancy/76253493?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"Software Development Engineer in Test (SDET) [Python, Linux]",,,,https://novosibirsk.hh.ru/vacancy/76488545?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Lead / Senior Python developer,,,,https://novosibirsk.hh.ru/vacancy/73132702?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python Senior Developer (Flask),,,,https://novosibirsk.hh.ru/vacancy/76520946?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Middle/Senior python developer,,,,https://novosibirsk.hh.ru/vacancy/73910485?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
QA Automation engineer (Python),,,,https://novosibirsk.hh.ru/vacancy/76010769?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
MIddle/Senior Python Backend Developer (Вывод продуктов),,,,https://novosibirsk.hh.ru/vacancy/76756653?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
QA Automation Engineer (Python),3300.0,4500.0,EUR,https://novosibirsk.hh.ru/vacancy/76160761?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Middle full-stack разработчик (Python/React.js),90000.0,150000.0,руб.,https://novosibirsk.hh.ru/vacancy/76774204?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Backend Python разработчик (middle/senior) (id19865),,,,https://novosibirsk.hh.ru/vacancy/76137902?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python/GO TeamLead,,,,https://novosibirsk.hh.ru/vacancy/76334299?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python Middle Developer (Flask),,,,https://novosibirsk.hh.ru/vacancy/76520938?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Middle/Senior python-developer,,,,https://novosibirsk.hh.ru/vacancy/75745843?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"Full stack Python, JavaScript",,,,https://novosibirsk.hh.ru/vacancy/69181729?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python Teamlead (Backend),,,,https://novosibirsk.hh.ru/vacancy/71431791?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python developer,,,,https://novosibirsk.hh.ru/vacancy/76468391?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Backend разработчик python (middle+/senior),,,,https://novosibirsk.hh.ru/vacancy/74297635?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Golang/Python Developer,,,,https://novosibirsk.hh.ru/vacancy/76115632?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Программист Python,170000.0,240000.0,руб.,https://novosibirsk.hh.ru/vacancy/76770904?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python developer,40000.0,120000.0,руб.,https://novosibirsk.hh.ru/vacancy/76447635?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python разработчик,100000.0,200000.0,руб.,https://novosibirsk.hh.ru/vacancy/77174111?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Разработчик Python/Django (удалённо),100000.0,140000.0,руб.,https://novosibirsk.hh.ru/vacancy/76102148?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Backend developer (Python),60000.0,150000.0,руб.,https://novosibirsk.hh.ru/vacancy/76716478?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Junior Python Developer,,,,https://novosibirsk.hh.ru/vacancy/77125307?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Стажер-разработчик Python,,,,https://novosibirsk.hh.ru/vacancy/77133364?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python developer,,,,https://novosibirsk.hh.ru/vacancy/76900870?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python-разработчик,,,,https://novosibirsk.hh.ru/vacancy/77076162?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Junior / Middle Python разработчик,30000.0,100000.0,руб.,https://novosibirsk.hh.ru/vacancy/77019128?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Разработчик Python (искусственный интеллект),,,,https://novosibirsk.hh.ru/vacancy/77038946?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python-разработчик,,,,https://novosibirsk.hh.ru/vacancy/70477269?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Junior Python Developer,40000.0,80000.0,руб.,https://novosibirsk.hh.ru/vacancy/76968728?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python разработчик на внутренний проект (удалённо),180000.0,250000.0,руб.,https://novosibirsk.hh.ru/vacancy/77013948?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python разработчик (бэк + SQL),,,,https://novosibirsk.hh.ru/vacancy/76983698?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python разработчик (бэк + SQL),,,,https://novosibirsk.hh.ru/vacancy/76983700?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python разработчик (бэк + SQL),,,,https://novosibirsk.hh.ru/vacancy/76983699?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Junior Python разработчик,60000.0,,руб.,https://novosibirsk.hh.ru/vacancy/76886763?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Backend разработчик (Python),150000.0,,руб.,https://novosibirsk.hh.ru/vacancy/76891919?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python developer,80000.0,180000.0,руб.,https://novosibirsk.hh.ru/vacancy/77033983?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Test Automation Engineer (Python),,,,https://novosibirsk.hh.ru/vacancy/76682799?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Automation QA Lead (Python),,,,https://novosibirsk.hh.ru/vacancy/74339919?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Trainee Python Developer (cо знанием немецкого языка),,,,https://novosibirsk.hh.ru/vacancy/75078511?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Backend Developer (Python),,,,https://novosibirsk.hh.ru/vacancy/76418750?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"Senior Python Developer / Data Engineer в команду Data Catalog, платформа ML Space",,,,https://novosibirsk.hh.ru/vacancy/71902417?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python backend developer (ComplexML),,,,https://novosibirsk.hh.ru/vacancy/71225952?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"Senior Python Developer / Data Engineer в команду Data Catalog, платформа ML Space",,,,https://novosibirsk.hh.ru/vacancy/71902418?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Python Developer,,,,https://novosibirsk.hh.ru/vacancy/75860868?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"Senior Marketing Analyst (Python, SQL)",,,,https://novosibirsk.hh.ru/vacancy/76377393?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior QA/SDET (Python),,,,https://novosibirsk.hh.ru/vacancy/71715720?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Middle/Senior Fullstack developer (Python + JS),,,,https://novosibirsk.hh.ru/vacancy/76274234?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"QA Test Lead (Automation, Python)",5000.0,,EUR,https://novosibirsk.hh.ru/vacancy/76140809?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"QA Test Lead (Automation, Python)",5000.0,,EUR,https://novosibirsk.hh.ru/vacancy/76140808?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"Senior Backend Developer (Python, Go)",,,,https://novosibirsk.hh.ru/vacancy/76085657?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
"Auto QA engineer (Автоматизатор тестирования на Python, senior)",,,,https://novosibirsk.hh.ru/vacancy/73878133?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior Software Test Automation Engineer (Go/Python),,,,https://novosibirsk.hh.ru/vacancy/76063151?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python Senior developer,,,,https://novosibirsk.hh.ru/vacancy/75543735?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Senior python developer,,,,https://novosibirsk.hh.ru/vacancy/76402514?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Junior Python Developer,,,USD,https://novosibirsk.hh.ru/vacancy/76740095?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
Python RPA Developer,150000.0,150000.0,KZT,https://novosibirsk.hh.ru/vacancy/76261624?from=vacancy_search_list&query=python,https://novosibirsk.hh.ru
